Publication,Scenario,Region,Category,Product,Flow,Unit,Year,Value
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,CO2 industrial processes captured and stored,Total,Biofuels production,Mt CO2,2040,385.3
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,CO2 industrial processes captured and stored,Total,Biofuels production,Mt CO2,2050,552.8
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 atmospheric removal,Total,Direct air capture,Mt CO2,2010,0
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 atmospheric removal,Total,Direct air capture,Mt CO2,2019,0
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 atmospheric removal,Total,Direct air capture,Mt CO2,2020,0
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 atmospheric removal,Total,Direct air capture,Mt CO2,2030,0
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 atmospheric removal,Total,Direct air capture,Mt CO2,2040,0
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 atmospheric removal,Total,Direct air capture,Mt CO2,2050,0
World Energy Outlook 2021,Announced Pledges Scenario,World,CO2 atmospheric removal,Total,Direct air capture,Mt CO2,2030,1.9
World Energy Outlook 2021,Announced Pledges Scenario,World,CO2 atmospheric removal,Total,Direct air capture,Mt CO2,2040,50.47
World Energy Outlook 2021,Announced Pledges Scenario,World,CO2 atmospheric removal,Total,Direct air capture,Mt CO2,2050,157.06
World Energy Outlook 2021,Sustainable Development Scenario,World,CO2 atmospheric removal,Total,Direct air capture,Mt CO2,2030,9.79
World Energy Outlook 2021,Sustainable Development Scenario,World,CO2 atmospheric removal,Total,Direct air capture,Mt CO2,2040,52.76
World Energy Outlook 2021,Sustainable Development Scenario,World,CO2 atmospheric removal,Total,Direct air capture,Mt CO2,2050,224.05
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,CO2 atmospheric removal,Total,Direct air capture,Mt CO2,2030,71.47
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,CO2 atmospheric removal,Total,Direct air capture,Mt CO2,2040,528.21
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,CO2 atmospheric removal,Total,Direct air capture,Mt CO2,2050,633.21
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion,Total,Power sector inputs,Mt CO2,2010,12380
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion,Total,Power sector inputs,Mt CO2,2019,13933.4
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion,Total,Power sector inputs,Mt CO2,2020,13530.1
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion,Total,Power sector inputs,Mt CO2,2030,12424.7
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion,Total,Power sector inputs,Mt CO2,2040,11116.4
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion,Total,Power sector inputs,Mt CO2,2050,9915.03
World Energy Outlook 2021,Announced Pledges Scenario,World,CO2 combustion,Total,Power sector inputs,Mt CO2,2030,11375.1
World Energy Outlook 2021,Announced Pledges Scenario,World,CO2 combustion,Total,Power sector inputs,Mt CO2,2040,8423.67
World Energy Outlook 2021,Announced Pledges Scenario,World,CO2 combustion,Total,Power sector inputs,Mt CO2,2050,5506.37
World Energy Outlook 2021,Sustainable Development Scenario,World,CO2 combustion,Total,Power sector inputs,Mt CO2,2030,8890.57
World Energy Outlook 2021,Sustainable Development Scenario,World,CO2 combustion,Total,Power sector inputs,Mt CO2,2040,3375.78
World Energy Outlook 2021,Sustainable Development Scenario,World,CO2 combustion,Total,Power sector inputs,Mt CO2,2050,886.56
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,CO2 combustion,Total,Power sector inputs,Mt CO2,2030,5816.47
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,CO2 combustion,Total,Power sector inputs,Mt CO2,2040,-81.29
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,CO2 combustion,Total,Power sector inputs,Mt CO2,2050,-368.52
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion,Coal,Power sector inputs,Mt CO2,2010,8933.29
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion,Coal,Power sector inputs,Mt CO2,2019,10171.4
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion,Coal,Power sector inputs,Mt CO2,2020,9831.93
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion,Coal,Power sector inputs,Mt CO2,2030,8790.66
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion,Coal,Power sector inputs,Mt CO2,2040,7373.19
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion,Coal,Power sector inputs,Mt CO2,2050,6099.57
World Energy Outlook 2021,Announced Pledges Scenario,World,CO2 combustion,Coal,Power sector inputs,Mt CO2,2030,8056.44
World Energy Outlook 2021,Announced Pledges Scenario,World,CO2 combustion,Coal,Power sector inputs,Mt CO2,2040,5787.23
World Energy Outlook 2021,Announced Pledges Scenario,World,CO2 combustion,Coal,Power sector inputs,Mt CO2,2050,3045.38
World Energy Outlook 2021,Sustainable Development Scenario,World,CO2 combustion,Coal,Power sector inputs,Mt CO2,2030,5741.37
World Energy Outlook 2021,Sustainable Development Scenario,World,CO2 combustion,Coal,Power sector inputs,Mt CO2,2040,1733.38
World Energy Outlook 2021,Sustainable Development Scenario,World,CO2 combustion,Coal,Power sector inputs,Mt CO2,2050,179.37
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,CO2 combustion,Coal,Power sector inputs,Mt CO2,2030,2950.41
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,CO2 combustion,Coal,Power sector inputs,Mt CO2,2040,102.01
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,CO2 combustion,Coal,Power sector inputs,Mt CO2,2050,69.46
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion,Oil products,Power sector inputs,Mt CO2,2010,826.19
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion,Oil products,Power sector inputs,Mt CO2,2019,626.11
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion,Oil products,Power sector inputs,Mt CO2,2020,601.14
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion,Oil products,Power sector inputs,Mt CO2,2030,411.71
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion,Oil products,Power sector inputs,Mt CO2,2040,325.33
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion,Oil products,Power sector inputs,Mt CO2,2050,256.39
World Energy Outlook 2021,Announced Pledges Scenario,World,CO2 combustion,Oil products,Power sector inputs,Mt CO2,2030,374.47
World Energy Outlook 2021,Announced Pledges Scenario,World,CO2 combustion,Oil products,Power sector inputs,Mt CO2,2040,297.87
World Energy Outlook 2021,Announced Pledges Scenario,World,CO2 combustion,Oil products,Power sector inputs,Mt CO2,2050,238.19
World Energy Outlook 2021,Sustainable Development Scenario,World,CO2 combustion,Oil products,Power sector inputs,Mt CO2,2030,289.83
World Energy Outlook 2021,Sustainable Development Scenario,World,CO2 combustion,Oil products,Power sector inputs,Mt CO2,2040,167.74
World Energy Outlook 2021,Sustainable Development Scenario,World,CO2 combustion,Oil products,Power sector inputs,Mt CO2,2050,120.55
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,CO2 combustion,Oil products,Power sector inputs,Mt CO2,2030,172.9
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,CO2 combustion,Oil products,Power sector inputs,Mt CO2,2040,5.75
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,CO2 combustion,Oil products,Power sector inputs,Mt CO2,2050,6.27
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion,Natural gas,Power sector inputs,Mt CO2,2010,2620.56
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion,Natural gas,Power sector inputs,Mt CO2,2019,3135.9
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion,Natural gas,Power sector inputs,Mt CO2,2020,3097.04
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion,Natural gas,Power sector inputs,Mt CO2,2030,3222.32
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion,Natural gas,Power sector inputs,Mt CO2,2040,3417.92
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion,Natural gas,Power sector inputs,Mt CO2,2050,3559.08
World Energy Outlook 2021,Announced Pledges Scenario,World,CO2 combustion,Natural gas,Power sector inputs,Mt CO2,2030,2975.93
World Energy Outlook 2021,Announced Pledges Scenario,World,CO2 combustion,Natural gas,Power sector inputs,Mt CO2,2040,2531.41
World Energy Outlook 2021,Announced Pledges Scenario,World,CO2 combustion,Natural gas,Power sector inputs,Mt CO2,2050,2523.79
World Energy Outlook 2021,Sustainable Development Scenario,World,CO2 combustion,Natural gas,Power sector inputs,Mt CO2,2030,2887.61
World Energy Outlook 2021,Sustainable Development Scenario,World,CO2 combustion,Natural gas,Power sector inputs,Mt CO2,2040,1697.71
World Energy Outlook 2021,Sustainable Development Scenario,World,CO2 combustion,Natural gas,Power sector inputs,Mt CO2,2050,989.5
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,CO2 combustion,Natural gas,Power sector inputs,Mt CO2,2030,2780.51
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,CO2 combustion,Natural gas,Power sector inputs,Mt CO2,2040,268.07
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,CO2 combustion,Natural gas,Power sector inputs,Mt CO2,2050,127.9
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion,Bioenergy and waste,Power sector inputs,Mt CO2,2010,0
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion,Bioenergy and waste,Power sector inputs,Mt CO2,2019,0
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion,Bioenergy and waste,Power sector inputs,Mt CO2,2020,0
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion,Bioenergy and waste,Power sector inputs,Mt CO2,2030,0
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion,Bioenergy and waste,Power sector inputs,Mt CO2,2040,0
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion,Bioenergy and waste,Power sector inputs,Mt CO2,2050,0
World Energy Outlook 2021,Announced Pledges Scenario,World,CO2 combustion,Bioenergy and waste,Power sector inputs,Mt CO2,2030,-31.77
World Energy Outlook 2021,Announced Pledges Scenario,World,CO2 combustion,Bioenergy and waste,Power sector inputs,Mt CO2,2040,-192.83
World Energy Outlook 2021,Announced Pledges Scenario,World,CO2 combustion,Bioenergy and waste,Power sector inputs,Mt CO2,2050,-301
World Energy Outlook 2021,Sustainable Development Scenario,World,CO2 combustion,Bioenergy and waste,Power sector inputs,Mt CO2,2030,-28.25
World Energy Outlook 2021,Sustainable Development Scenario,World,CO2 combustion,Bioenergy and waste,Power sector inputs,Mt CO2,2040,-223.06
World Energy Outlook 2021,Sustainable Development Scenario,World,CO2 combustion,Bioenergy and waste,Power sector inputs,Mt CO2,2050,-402.86
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,CO2 combustion,Bioenergy and waste,Power sector inputs,Mt CO2,2030,-87.35
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,CO2 combustion,Bioenergy and waste,Power sector inputs,Mt CO2,2040,-457.11
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,CO2 combustion,Bioenergy and waste,Power sector inputs,Mt CO2,2050,-572.15
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion and processes emissions,Total,Other energy sector,Mt CO2,2010,1434.34
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion and processes emissions,Total,Other energy sector,Mt CO2,2019,1565.31
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion and processes emissions,Total,Other energy sector,Mt CO2,2020,1435.01
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion and processes emissions,Total,Other energy sector,Mt CO2,2030,1724.83
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion and processes emissions,Total,Other energy sector,Mt CO2,2040,1769.97
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion and processes emissions,Total,Other energy sector,Mt CO2,2050,1786.35
World Energy Outlook 2021,Announced Pledges Scenario,World,CO2 combustion and processes emissions,Total,Other energy sector,Mt CO2,2030,1570.39
World Energy Outlook 2021,Announced Pledges Scenario,World,CO2 combustion and processes emissions,Total,Other energy sector,Mt CO2,2040,1160.36
World Energy Outlook 2021,Announced Pledges Scenario,World,CO2 combustion and processes emissions,Total,Other energy sector,Mt CO2,2050,726.42
World Energy Outlook 2021,Sustainable Development Scenario,World,CO2 combustion and processes emissions,Total,Other energy sector,Mt CO2,2030,1295.55
World Energy Outlook 2021,Sustainable Development Scenario,World,CO2 combustion and processes emissions,Total,Other energy sector,Mt CO2,2040,680.81
World Energy Outlook 2021,Sustainable Development Scenario,World,CO2 combustion and processes emissions,Total,Other energy sector,Mt CO2,2050,100.97
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,CO2 combustion and processes emissions,Total,Other energy sector,Mt CO2,2030,678.97
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,CO2 combustion and processes emissions,Total,Other energy sector,Mt CO2,2040,-85.4
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,CO2 combustion and processes emissions,Total,Other energy sector,Mt CO2,2050,-368.42
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion and processes emissions,Total,Total final consumption,Mt CO2,2010,18530.1
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion and processes emissions,Total,Total final consumption,Mt CO2,2019,20467.2
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion and processes emissions,Total,Total final consumption,Mt CO2,2020,19191
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion and processes emissions,Total,Total final consumption,Mt CO2,2030,22117.8
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion and processes emissions,Total,Total final consumption,Mt CO2,2040,22425.1
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion and processes emissions,Total,Total final consumption,Mt CO2,2050,22201.8
World Energy Outlook 2021,Announced Pledges Scenario,World,CO2 combustion and processes emissions,Total,Total final consumption,Mt CO2,2030,20695.9
World Energy Outlook 2021,Announced Pledges Scenario,World,CO2 combustion and processes emissions,Total,Total final consumption,Mt CO2,2040,17188
World Energy Outlook 2021,Announced Pledges Scenario,World,CO2 combustion and processes emissions,Total,Total final consumption,Mt CO2,2050,14649.8
World Energy Outlook 2021,Sustainable Development Scenario,World,CO2 combustion and processes emissions,Total,Total final consumption,Mt CO2,2030,18311.1
World Energy Outlook 2021,Sustainable Development Scenario,World,CO2 combustion and processes emissions,Total,Total final consumption,Mt CO2,2040,12437
World Energy Outlook 2021,Sustainable Development Scenario,World,CO2 combustion and processes emissions,Total,Total final consumption,Mt CO2,2050,7406.47
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,CO2 combustion and processes emissions,Total,Total final consumption,Mt CO2,2030,13574.2
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,CO2 combustion and processes emissions,Total,Total final consumption,Mt CO2,2040,6437.93
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,CO2 combustion and processes emissions,Total,Total final consumption,Mt CO2,2050,1138.54
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion,Coal,Total final consumption,Mt CO2,2010,4692.21
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion,Coal,Total final consumption,Mt CO2,2019,4463.66
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion,Coal,Total final consumption,Mt CO2,2020,4287.52
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion,Coal,Total final consumption,Mt CO2,2030,4563.25
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion,Coal,Total final consumption,Mt CO2,2040,4358.24
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion,Coal,Total final consumption,Mt CO2,2050,4058.08
World Energy Outlook 2021,Announced Pledges Scenario,World,CO2 combustion,Coal,Total final consumption,Mt CO2,2030,4435.58
World Energy Outlook 2021,Announced Pledges Scenario,World,CO2 combustion,Coal,Total final consumption,Mt CO2,2040,3361.61
World Energy Outlook 2021,Announced Pledges Scenario,World,CO2 combustion,Coal,Total final consumption,Mt CO2,2050,2634.66
World Energy Outlook 2021,Sustainable Development Scenario,World,CO2 combustion,Coal,Total final consumption,Mt CO2,2030,3637.35
World Energy Outlook 2021,Sustainable Development Scenario,World,CO2 combustion,Coal,Total final consumption,Mt CO2,2040,2226.29
World Energy Outlook 2021,Sustainable Development Scenario,World,CO2 combustion,Coal,Total final consumption,Mt CO2,2050,1190.1
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,CO2 combustion,Coal,Total final consumption,Mt CO2,2030,2935.31
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,CO2 combustion,Coal,Total final consumption,Mt CO2,2040,1186.16
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,CO2 combustion,Coal,Total final consumption,Mt CO2,2050,116.9
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion,Oil products,Total final consumption,Mt CO2,2010,9074.55
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion,Oil products,Total final consumption,Mt CO2,2019,10105.9
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion,Oil products,Total final consumption,Mt CO2,2020,8967.17
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion,Oil products,Total final consumption,Mt CO2,2030,10699.8
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion,Oil products,Total final consumption,Mt CO2,2040,10719
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion,Oil products,Total final consumption,Mt CO2,2050,10717.9
World Energy Outlook 2021,Announced Pledges Scenario,World,CO2 combustion,Oil products,Total final consumption,Mt CO2,2030,9864.79
World Energy Outlook 2021,Announced Pledges Scenario,World,CO2 combustion,Oil products,Total final consumption,Mt CO2,2040,8357.28
World Energy Outlook 2021,Announced Pledges Scenario,World,CO2 combustion,Oil products,Total final consumption,Mt CO2,2050,7451.03
World Energy Outlook 2021,Sustainable Development Scenario,World,CO2 combustion,Oil products,Total final consumption,Mt CO2,2030,8849.6
World Energy Outlook 2021,Sustainable Development Scenario,World,CO2 combustion,Oil products,Total final consumption,Mt CO2,2040,5996.06
World Energy Outlook 2021,Sustainable Development Scenario,World,CO2 combustion,Oil products,Total final consumption,Mt CO2,2050,3718.95
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,CO2 combustion,Oil products,Total final consumption,Mt CO2,2030,6972.79
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,CO2 combustion,Oil products,Total final consumption,Mt CO2,2040,3242.11
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,CO2 combustion,Oil products,Total final consumption,Mt CO2,2050,880.35
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion,Natural gas,Total final consumption,Mt CO2,2010,2835.91
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion,Natural gas,Total final consumption,Mt CO2,2019,3395.47
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion,Natural gas,Total final consumption,Mt CO2,2020,3380.26
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion,Natural gas,Total final consumption,Mt CO2,2030,3992.87
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion,Natural gas,Total final consumption,Mt CO2,2040,4422.18
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion,Natural gas,Total final consumption,Mt CO2,2050,4568.21
World Energy Outlook 2021,Announced Pledges Scenario,World,CO2 combustion,Natural gas,Total final consumption,Mt CO2,2030,3598.1
World Energy Outlook 2021,Announced Pledges Scenario,World,CO2 combustion,Natural gas,Total final consumption,Mt CO2,2040,3219.26
World Energy Outlook 2021,Announced Pledges Scenario,World,CO2 combustion,Natural gas,Total final consumption,Mt CO2,2050,2807.41
World Energy Outlook 2021,Sustainable Development Scenario,World,CO2 combustion,Natural gas,Total final consumption,Mt CO2,2030,3345.49
World Energy Outlook 2021,Sustainable Development Scenario,World,CO2 combustion,Natural gas,Total final consumption,Mt CO2,2040,2461.49
World Energy Outlook 2021,Sustainable Development Scenario,World,CO2 combustion,Natural gas,Total final consumption,Mt CO2,2050,1461.52
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,CO2 combustion,Natural gas,Total final consumption,Mt CO2,2030,2667.76
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,CO2 combustion,Natural gas,Total final consumption,Mt CO2,2040,1452.96
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,CO2 combustion,Natural gas,Total final consumption,Mt CO2,2050,303.1
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion,Bioenergy and waste,Total final consumption,Mt CO2,2010,47.99
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion,Bioenergy and waste,Total final consumption,Mt CO2,2019,81.62
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion,Bioenergy and waste,Total final consumption,Mt CO2,2020,89.17
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion,Bioenergy and waste,Total final consumption,Mt CO2,2030,82.99
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion,Bioenergy and waste,Total final consumption,Mt CO2,2040,79.59
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion,Bioenergy and waste,Total final consumption,Mt CO2,2050,72.14
World Energy Outlook 2021,Announced Pledges Scenario,World,CO2 combustion,Bioenergy and waste,Total final consumption,Mt CO2,2030,71.65
World Energy Outlook 2021,Announced Pledges Scenario,World,CO2 combustion,Bioenergy and waste,Total final consumption,Mt CO2,2040,29.31
World Energy Outlook 2021,Announced Pledges Scenario,World,CO2 combustion,Bioenergy and waste,Total final consumption,Mt CO2,2050,-15.87
World Energy Outlook 2021,Sustainable Development Scenario,World,CO2 combustion,Bioenergy and waste,Total final consumption,Mt CO2,2030,82.02
World Energy Outlook 2021,Sustainable Development Scenario,World,CO2 combustion,Bioenergy and waste,Total final consumption,Mt CO2,2040,55.55
World Energy Outlook 2021,Sustainable Development Scenario,World,CO2 combustion,Bioenergy and waste,Total final consumption,Mt CO2,2050,30.49
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,CO2 combustion,Bioenergy and waste,Total final consumption,Mt CO2,2030,39.78
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,CO2 combustion,Bioenergy and waste,Total final consumption,Mt CO2,2040,-70.17
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,CO2 combustion,Bioenergy and waste,Total final consumption,Mt CO2,2050,-175.93
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion and processes emissions,Total,Industry,Mt CO2,2010,8191.1
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion and processes emissions,Total,Industry,Mt CO2,2019,8876.37
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion and processes emissions,Total,Industry,Mt CO2,2020,8736.16
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion and processes emissions,Total,Industry,Mt CO2,2030,10077.5
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion and processes emissions,Total,Industry,Mt CO2,2040,10309.4
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion and processes emissions,Total,Industry,Mt CO2,2050,10067.6
World Energy Outlook 2021,Announced Pledges Scenario,World,CO2 combustion and processes emissions,Total,Industry,Mt CO2,2030,9660.6
World Energy Outlook 2021,Announced Pledges Scenario,World,CO2 combustion and processes emissions,Total,Industry,Mt CO2,2040,7957.73
World Energy Outlook 2021,Announced Pledges Scenario,World,CO2 combustion and processes emissions,Total,Industry,Mt CO2,2050,6483.17
World Energy Outlook 2021,Sustainable Development Scenario,World,CO2 combustion and processes emissions,Total,Industry,Mt CO2,2030,8376.58
World Energy Outlook 2021,Sustainable Development Scenario,World,CO2 combustion and processes emissions,Total,Industry,Mt CO2,2040,5874.31
World Energy Outlook 2021,Sustainable Development Scenario,World,CO2 combustion and processes emissions,Total,Industry,Mt CO2,2050,3446.72
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,CO2 combustion and processes emissions,Total,Industry,Mt CO2,2030,6892.35
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,CO2 combustion and processes emissions,Total,Industry,Mt CO2,2040,3484.95
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,CO2 combustion and processes emissions,Total,Industry,Mt CO2,2050,519.35
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion and processes emissions,Total,Iron and steel,Mt CO2,2010,1989.14
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion and processes emissions,Total,Iron and steel,Mt CO2,2019,2499.55
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion and processes emissions,Total,Iron and steel,Mt CO2,2020,2590.57
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion and processes emissions,Total,Iron and steel,Mt CO2,2030,2945.14
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion and processes emissions,Total,Iron and steel,Mt CO2,2040,2861.37
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion and processes emissions,Total,Iron and steel,Mt CO2,2050,2743.07
World Energy Outlook 2021,Announced Pledges Scenario,World,CO2 combustion and processes emissions,Total,Iron and steel,Mt CO2,2030,2871.37
World Energy Outlook 2021,Announced Pledges Scenario,World,CO2 combustion and processes emissions,Total,Iron and steel,Mt CO2,2040,2325.14
World Energy Outlook 2021,Announced Pledges Scenario,World,CO2 combustion and processes emissions,Total,Iron and steel,Mt CO2,2050,1963.84
World Energy Outlook 2021,Sustainable Development Scenario,World,CO2 combustion and processes emissions,Total,Iron and steel,Mt CO2,2030,2574.14
World Energy Outlook 2021,Sustainable Development Scenario,World,CO2 combustion and processes emissions,Total,Iron and steel,Mt CO2,2040,1744.69
World Energy Outlook 2021,Sustainable Development Scenario,World,CO2 combustion and processes emissions,Total,Iron and steel,Mt CO2,2050,1026.81
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,CO2 combustion and processes emissions,Total,Iron and steel,Mt CO2,2030,1995.96
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,CO2 combustion and processes emissions,Total,Iron and steel,Mt CO2,2040,908.68
World Energy Outlook 2021,Net Zero Emissions by 2050 Scenario,World,CO2 combustion and processes emissions,Total,Iron and steel,Mt CO2,2050,112.36
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion and processes emissions,Total,Chemical and petrochemical,Mt CO2,2010,1143.21
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion and processes emissions,Total,Chemical and petrochemical,Mt CO2,2019,1181.97
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion and processes emissions,Total,Chemical and petrochemical,Mt CO2,2020,1160.25
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion and processes emissions,Total,Chemical and petrochemical,Mt CO2,2030,1382.38
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion and processes emissions,Total,Chemical and petrochemical,Mt CO2,2040,1455.97
World Energy Outlook 2021,Stated Policies Scenario,World,CO2 combustion and processes emissions,Total,Chemical and petrochemical,Mt CO2,2050,1428.35
World Energy Outlook 2021,Announced Pledges Scenario,World,CO2 combustion and processes emissions,Total,Chemical and petrochemical,Mt CO2,2030,1300.51
